area	height	readout	fwhm
1.632	21.446	11	47
0.122	7.027	14	16
0.134	6.598	15	20
1.317	27.268	12	24
1.645	44.437	17	28
1.649	41.156	13	32
0.700	24.078	12	24
0.479	14.071	12	34
0.073	5.773	18	10
0.521	20.615	16	20
0.101	6.498	15	11
0.090	6.959	15	11
0.081	5.716	18	12
0.863	15.888	18	59
0.814	19.479	15	40
1.086	25.380	18	42
0.115	7.411	12	12
1.181	15.818	15	41
1.162	31.256	14	23
1.436	26.804	11	32
1.136	25.064	13	25
0.814	16.326	18	27
0.153	8.527	11	16
0.131	6.539	18	16
0.123	8.471	16	13
1.285	26.494	13	27
0.118	7.238	12	13
1.208	43.649	15	24
0.724	11.866	15	72
1.160	21.974	16	23
0.109	6.042	18	17
0.105	7.066	14	14
0.120	7.595	13	15
0.115	7.355	18	14
1.169	29.641	16	35
0.107	7.620	16	11
1.245	32.827	15	24
1.622	33.510	12	57
0.119	8.160	15	13
0.129	8.342	15	13
1.356	31.045	11	25
1.312	40.103	16	29
1.238	21.677	15	35
1.179	26.919	14	25
1.028	19.483	13	56
1.465	26.895	11	36
1.098	26.050	16	38
1.234	29.800	16	29
1.135	40.220	12	26
0.587	9.006	11	59
1.140	23.427	12	68
1.487	60.999	16	23
1.059	24.399	12	27
0.785	18.828	18	38
0.792	33.009	15	22
1.230	33.230	11	27
1.183	28.026	17	29
1.204	30.007	14	24
1.133	29.370	17	35
1.383	31.599	13	33
0.079	5.951	18	11
1.015	22.807	12	24
1.278	22.669	13	34
0.926	17.006	12	41
1.203	29.335	12	43
0.231	8.836	14	27
1.203	9.896	17	83
0.690	15.505	11	46
1.502	31.938	16	48
0.102	6.426	15	15
0.127	9.058	17	12
1.724	33.874	17	24
1.174	24.267	13	25
1.183	27.301	17	24
0.134	8.516	13	14
0.719	14.766	18	23
0.079	5.688	18	12
1.306	36.456	13	35
0.730	27.745	16	24
0.442	15.760	14	24
0.983	17.727	14	27
1.113	22.493	17	51
1.100	23.182	16	33
1.421	43.922	15	29
1.146	23.735	14	46
1.128	32.577	14	32
0.110	5.854	18	18
1.102	32.897	11	24
1.063	24.314	12	27
1.165	20.340	16	29
1.263	31.416	18	31
1.147	20.084	11	33
1.355	30.675	17	20
1.110	29.471	11	34
0.795	21.610	12	22
0.373	14.745	16	23
1.318	41.772	18	28
0.832	20.416	13	38
1.206	23.044	18	30
1.147	36.031	11	25
1.153	23.900	14	34
1.317	27.714	14	35
1.317	23.600	12	60
0.856	20.951	12	46
0.806	19.012	16	35
1.659	34.216	11	32
0.110	6.945	15	13
0.965	27.049	18	30
0.196	9.256	13	21
0.130	8.699	14	14
0.097	6.977	14	11
1.502	35.088	11	23
1.357	51.659	16	24
1.328	43.794	17	24
1.095	20.794	12	35
0.690	25.214	15	24
1.558	54.033	11	27
1.423	37.961	16	24
0.112	7.472	18	14
1.621	71.099	15	21
0.815	17.509	15	26
1.172	20.821	11	26
0.873	23.051	11	30
1.202	43.529	15	24
0.356	11.156	11	27
1.264	27.738	17	22
1.236	41.536	16	26
1.204	44.033	14	25
0.980	14.581	11	48
1.223	23.037	15	38
0.184	7.655	12	22
0.847	13.683	16	47
0.114	7.967	13	13
1.394	20.630	11	39
1.231	20.320	14	33
1.127	38.530	14	27
1.108	21.525	17	28
1.029	37.372	14	25
1.116	35.205	16	29
1.380	38.333	11	31
0.860	18.609	13	30
1.653	44.949	11	28
1.317	31.207	11	24
1.315	32.435	13	42
0.722	18.716	15	41
0.099	6.835	12	12
1.326	25.806	11	36
0.111	7.059	14	12
0.121	6.446	18	17
0.907	24.344	17	37
1.877	69.495	13	22
0.643	19.174	16	30
1.252	36.480	17	25
1.371	32.289	17	28
1.133	35.255	13	28
0.120	8.055	18	13
1.217	42.168	15	24
1.462	22.635	13	42
1.307	22.238	14	56
1.419	29.891	17	32
1.243	52.467	13	21
1.487	55.278	17	23
1.501	28.602	13	57
1.147	22.923	14	30
1.273	19.775	17	33
1.640	39.455	16	32
1.289	23.178	13	29
1.413	17.043	11	70
1.093	23.216	16	38
1.082	23.717	14	47
1.516	20.963	16	30
1.431	50.780	11	25
1.142	32.226	14	31
1.000	16.172	16	32
1.183	23.237	11	52
1.396	40.635	11	24
0.492	18.511	14	24
0.782	23.176	15	30
0.434	13.523	18	29
0.175	8.034	13	22
0.134	8.671	13	14
1.245	20.362	12	45
1.003	36.774	17	22
1.089	25.215	15	26
0.099	6.811	18	13
1.253	31.928	15	26
1.159	36.904	15	28
1.241	20.692	13	26
0.938	18.530	13	32
0.135	7.929	11	15
1.456	26.007	14	21
1.308	33.101	18	26
1.267	19.872	16	33
1.788	55.063	11	24
1.352	28.202	17	22
1.367	31.584	12	26
1.107	27.725	15	40
1.271	28.028	12	23
1.213	27.754	16	30
0.921	23.348	15	31
0.733	20.183	15	29
0.994	34.244	13	26
0.126	9.142	11	11
1.522	16.552	12	56
1.324	54.692	14	23
1.097	17.829	17	31
1.618	36.089	16	49
1.349	54.936	13	22
1.308	52.519	14	23
0.576	19.805	18	27
1.298	34.212	11	40
1.309	36.892	15	28
1.161	24.892	18	33
0.773	19.921	18	38
0.127	8.265	16	13
0.086	7.131	17	10
1.256	27.716	12	39
0.596	21.549	16	26
1.150	28.050	16	37
1.015	30.531	16	21
0.526	11.727	11	34
1.132	18.270	15	35
1.404	26.308	11	33
0.129	6.626	18	19
0.435	14.046	12	30
0.963	21.374	13	27
2.097	26.780	17	30
1.409	33.471	16	24
0.153	8.184	16	18
0.154	7.791	14	18
1.597	53.261	11	25
0.989	21.980	17	33
0.936	30.252	13	24
1.246	17.130	16	38
1.371	27.988	18	29
1.388	42.777	12	24
0.152	8.594	16	15
0.149	7.931	17	16
1.705	37.828	16	41
0.128	8.657	11	13
1.665	54.936	16	22
1.086	23.107	18	27
1.049	19.876	12	22
0.141	8.072	11	15
0.113	8.345	12	12
0.111	7.607	11	14
2.133	39.641	17	29
1.346	31.087	12	20
1.139	38.207	17	22
0.726	23.428	16	27
1.218	17.774	17	28
0.114	6.580	15	16
0.555	25.287	16	20
0.920	22.959	14	32
0.106	6.393	18	16
1.423	25.105	12	27
0.852	31.885	11	24
0.098	7.251	18	11
0.407	16.995	18	22
0.524	14.825	13	37
1.121	41.427	14	25
1.035	28.892	12	30
1.312	41.091	11	28
0.954	29.390	14	27
0.878	29.322	18	26
0.784	18.920	17	39
0.180	6.900	15	23
0.414	12.439	11	27
1.365	43.868	12	24
0.899	29.531	18	27
0.879	21.503	15	26
0.320	7.823	16	39
1.014	24.026	18	39
1.317	21.849	11	29
0.076	6.259	17	10
1.188	28.223	14	28
1.241	41.558	15	27
1.252	28.265	15	38
1.275	31.691	14	40
1.341	22.956	15	23
1.154	30.416	12	37
0.073	6.046	17	10
1.209	23.025	11	30
1.254	21.795	12	29
1.197	23.713	16	26
0.636	17.625	15	20
0.866	24.285	16	28
1.539	52.489	16	25
1.286	39.711	14	30
1.254	29.368	18	34
1.092	26.101	17	46
1.434	23.489	16	31
1.529	63.134	11	23
0.376	14.125	17	24
1.182	20.946	18	39
0.136	7.815	14	16
1.183	22.289	12	26
1.111	27.087	12	21
0.114	6.512	15	13
1.347	26.651	16	38
1.078	44.647	14	22
0.097	8.259	11	10
0.102	6.938	15	13
1.212	33.016	16	22
0.672	20.079	12	30
0.087	6.133	18	12
1.115	36.453	13	25
0.110	6.987	12	14
1.500	20.943	15	32
0.099	6.774	17	13
1.252	41.454	13	28
1.064	28.728	13	37
1.262	30.036	14	22
1.322	22.552	17	44
1.192	16.542	15	31
1.240	14.418	12	28
1.295	33.572	17	29
1.150	23.658	11	25
0.107	6.756	17	14
1.375	31.436	12	28
0.989	38.050	18	23
1.360	27.584	11	43
1.439	45.094	16	24
1.073	25.184	11	41
0.138	6.878	17	12
0.198	6.707	18	12
1.543	47.385	11	25
0.858	17.184	12	50
0.179	8.045	18	20
1.346	25.158	16	33
0.102	7.379	17	11
1.033	14.314	13	42
1.390	28.513	12	23
1.343	15.542	16	51
0.625	24.776	12	23
1.081	17.937	16	59
1.292	25.069	17	29
1.310	30.740	18	24
0.380	9.291	12	41
0.618	26.964	16	21
0.483	10.653	16	47
1.037	16.447	14	46
0.828	15.329	17	35
1.400	35.058	15	23
0.906	36.680	15	23
1.121	46.123	15	23
1.240	36.938	16	30
0.974	20.590	12	46
0.852	13.919	18	44
1.246	32.695	16	22
0.108	7.266	18	13
0.105	7.007	16	14
1.145	33.351	12	26
0.091	6.155	18	12
0.112	5.929	18	15
1.136	28.994	13	38
0.086	6.210	15	12
1.316	26.438	11	35
1.310	29.077	11	35
1.490	37.411	12	29
1.191	31.915	17	21
0.086	6.481	15	12
1.404	42.506	18	26
1.402	24.153	12	30
1.244	41.277	13	27
0.111	6.825	15	15
0.127	8.216	15	13
1.295	28.474	14	33
0.148	7.978	16	18
0.112	8.134	11	11
1.296	35.099	13	27
1.289	25.237	18	24
0.996	28.629	17	23
1.226	36.951	14	29
1.111	18.536	12	48
1.189	22.976	18	32
1.363	18.069	12	32
0.235	9.220	11	12
1.249	33.039	15	25
1.139	28.961	13	35
0.140	8.276	17	14
0.104	7.023	12	13
1.062	22.992	14	34
1.125	26.669	17	43
1.412	28.048	13	61
1.289	28.399	16	24
1.123	25.179	14	29
1.375	30.643	11	37
1.484	30.124	15	28
1.683	57.749	16	24
1.109	23.955	13	24
1.387	43.693	15	22
1.183	18.405	15	24
0.150	8.981	11	16
1.323	37.552	13	31
1.404	25.072	18	29
0.797	11.837	12	36
0.128	8.690	13	13
0.901	35.235	12	24
1.368	22.750	13	33
0.959	14.366	17	45
0.101	7.077	15	13
0.131	8.223	11	13
0.094	8.209	13	9
0.992	16.731	15	52
1.263	27.864	16	36
0.442	17.363	17	23
1.071	28.596	18	35
1.240	30.068	13	21
1.192	16.441	13	25
0.864	18.276	11	41
1.138	18.026	15	35
0.982	23.993	13	40
0.097	6.815	17	13
0.914	29.783	15	27
0.970	15.744	11	30
0.906	37.717	18	22
1.215	20.380	12	22
0.968	18.650	15	33
0.162	7.636	16	20
1.445	10.692	12	50
0.146	7.531	17	18
0.803	24.723	15	29
0.567	18.684	14	23
0.421	10.023	18	46
0.129	8.322	13	14
1.523	30.928	12	44
1.320	19.979	16	27
0.136	7.132	17	18
1.488	27.074	11	73
0.409	14.049	15	23
0.694	20.013	11	34
1.446	19.378	12	47
1.069	24.586	15	40
0.318	8.152	13	23
1.278	37.244	12	25
1.278	22.583	16	43
0.994	23.054	17	40
0.093	6.983	17	11
1.362	28.275	16	23
1.187	25.499	18	29
0.403	9.311	12	50
1.118	28.128	16	23
0.765	27.878	17	23
0.508	18.903	18	25
0.534	12.682	12	41
1.160	27.372	12	44
0.995	32.111	14	24
1.272	23.352	17	35
0.395	11.908	15	46
1.240	15.307	16	45
1.391	33.903	11	30
1.377	26.973	15	32
0.231	12.061	16	16
0.843	33.183	18	22
0.842	18.619	16	37
0.117	8.622	13	12
0.535	13.942	14	32
1.269	21.587	11	33
0.593	15.977	14	38
1.054	25.592	17	38
1.013	15.032	15	46
1.138	16.280	11	36
1.323	30.549	17	44
0.110	9.293	11	10
1.022	23.016	16	39
1.253	29.374	17	32
0.943	23.685	12	35
0.963	18.633	15	49
1.120	28.151	13	37
0.744	15.636	17	47
1.201	21.676	15	24
1.251	48.839	16	24
1.316	51.459	17	23
1.152	31.294	12	24
0.861	21.898	16	38
0.772	17.871	11	47
0.523	22.979	18	22
1.248	32.406	15	22
0.904	15.625	17	26
0.782	27.410	13	24
0.524	22.995	18	20
1.194	18.166	16	41
0.658	12.200	14	57
0.940	21.971	14	23
1.331	34.151	16	32
1.281	18.975	16	38
1.347	18.832	13	52
0.930	20.584	18	43
1.226	32.506	18	36
1.443	35.813	13	35
0.967	27.914	13	30
1.180	36.939	11	26
1.099	15.829	16	30
0.785	23.703	12	32
0.510	15.485	17	31
1.697	56.810	16	24
1.300	37.523	13	30
0.591	21.942	16	25
1.227	20.404	12	29
1.241	26.936	11	31
1.301	46.057	16	26
0.098	7.232	12	12
1.104	26.008	16	26
1.244	24.936	16	38
1.253	32.549	11	28
1.273	16.457	16	53
0.108	6.288	18	16
0.094	7.327	14	11
0.121	8.244	14	13
1.145	32.414	13	25
0.560	14.477	16	34
1.165	22.845	11	35
1.268	22.288	11	40
0.905	19.972	12	21
0.804	21.389	14	31
1.139	42.043	11	24
1.702	59.109	11	22
1.239	30.949	17	28
1.030	15.011	14	22
0.858	24.128	13	29
0.778	21.626	17	32
0.647	12.846	11	53
0.709	24.245	11	28
1.192	20.378	15	32
1.263	20.045	11	43
1.678	47.233	13	28
1.232	36.438	13	30
1.643	44.364	12	31
0.097	6.683	18	12
0.120	6.928	14	15
1.224	36.981	13	30
0.126	6.397	15	19
1.215	30.759	13	29
1.218	41.544	18	26
1.178	36.239	12	25
1.471	31.386	13	25
1.415	25.321	15	29
0.364	7.786	16	71
0.956	31.546	16	27
0.355	7.893	15	44
1.258	20.877	12	30
0.649	17.299	14	23
0.662	12.111	14	59
1.523	15.900	18	93
1.403	36.479	14	36
0.873	11.662	14	36
1.202	22.862	12	41
1.317	36.132	16	25
1.292	17.131	16	52
1.284	14.233	16	65
1.221	31.229	18	31
1.422	26.174	16	22
0.988	18.416	14	31
1.219	18.017	17	31
1.384	21.486	18	41
0.190	8.205	17	22
1.243	32.284	13	44
0.111	7.214	15	14
1.343	38.756	13	25
1.244	34.195	16	32
1.350	49.262	12	26
1.158	31.869	16	37
0.102	8.386	11	9
1.105	21.243	18	27
1.111	28.505	11	35
0.145	8.002	15	16
1.244	22.564	16	20
1.264	24.632	15	26
1.060	35.253	12	27
1.308	30.007	18	37
1.185	22.038	11	59
1.202	32.907	11	35
1.054	19.930	15	25
1.320	18.396	17	24
1.083	36.341	11	23
1.277	14.082	18	36
0.098	6.403	18	11
0.160	9.265	13	16
1.185	34.583	16	29
0.961	22.463	14	47
0.953	18.335	18	53
0.135	8.299	16	15
1.664	34.332	15	28
1.214	28.173	11	24
1.375	32.339	15	33
1.286	20.921	17	33
0.299	10.622	18	22
0.904	26.874	17	26
0.990	26.005	14	32
1.108	25.510	16	55
1.113	20.994	15	29
1.372	24.989	18	24
0.115	8.183	17	13
1.060	40.680	13	23
1.261	30.374	13	25
0.091	6.572	16	12
0.120	6.506	18	15
0.149	7.339	16	19
0.107	6.742	16	14
0.306	8.427	14	28
0.998	25.001	11	20
1.242	47.397	17	24
0.080	6.608	12	10
0.120	7.959	11	13
1.434	47.607	14	24
1.505	22.935	11	28
1.095	22.810	16	37
1.198	14.887	12	49
1.483	29.023	12	24
1.366	26.023	17	40
1.228	22.748	18	33
1.069	31.146	12	30
1.102	19.595	18	25
0.483	9.170	16	43
1.015	14.413	13	55
1.249	17.151	13	39
1.249	23.941	12	23
1.387	37.995	16	29
0.097	7.851	17	10
1.705	55.036	11	25
0.097	6.394	15	14
1.301	36.542	13	26
0.176	8.060	16	18
0.110	7.848	16	12
1.274	40.189	11	31
0.090	7.634	15	10
1.374	23.887	17	41
0.157	8.675	17	16
0.142	9.088	13	12
0.115	6.979	12	15
0.340	10.618	18	31
0.897	35.660	16	21
0.107	7.447	16	12
1.157	21.688	12	36
1.122	28.676	14	21
1.055	13.603	17	45
1.058	25.302	16	21
0.931	22.723	14	30
0.948	26.653	13	36
0.868	12.799	14	25
0.110	6.437	18	15
0.871	15.205	16	25
0.993	28.485	11	31
0.686	26.003	16	21
1.273	39.881	13	26
0.955	17.940	18	30
0.103	6.307	17	15
1.138	18.959	12	58
0.831	29.671	14	26
1.179	25.737	17	36
0.083	6.324	18	12
0.840	23.689	12	35
0.823	23.377	17	33
0.742	13.551	16	65
1.304	43.835	17	26
1.393	18.074	15	28
0.137	8.154	12	16
1.126	30.464	18	34
1.284	17.721	18	34
1.427	18.730	13	42
1.079	25.507	18	49
1.334	39.258	11	33
0.173	8.418	12	19
1.129	24.895	16	36
1.219	39.283	11	24
1.473	37.418	16	23
0.960	27.396	11	22
1.099	22.858	18	26
0.134	6.915	17	19
0.428	14.245	13	26
1.223	33.603	14	34
1.370	20.985	16	28
1.451	41.425	16	31
0.912	12.219	18	56
0.901	18.659	18	42
1.041	17.937	15	32
1.441	21.995	13	57
0.093	7.150	15	12
1.249	43.218	18	26
1.118	31.055	16	23
1.024	16.609	14	53
1.389	33.376	13	22
1.099	22.488	18	27
0.886	16.913	16	52
1.446	44.202	14	24
1.428	21.577	11	52
1.326	27.222	16	30
1.099	31.432	16	24
1.239	18.593	11	24
1.165	35.992	14	28
1.282	31.228	14	29
1.450	46.315	16	26
1.411	33.752	16	31
1.155	19.403	12	27
1.311	23.233	16	35
1.227	18.937	12	36
0.095	6.683	17	12
1.235	26.018	14	39
1.023	21.683	12	44
0.084	6.425	17	12
1.553	51.135	16	25
0.771	30.653	11	23
0.086	6.423	15	12
0.153	8.502	11	17
0.087	6.817	17	11
0.539	15.974	13	27
0.123	7.403	12	15
1.381	23.206	11	45
0.443	17.830	12	24
0.137	7.524	14	17
1.362	25.799	17	22
0.685	11.976	17	28
0.999	16.188	17	41
1.224	18.769	14	44
0.138	7.024	15	18
0.523	16.963	15	26
0.112	7.466	16	13
1.074	30.133	18	23
0.146	8.326	12	16
0.767	21.018	13	37
0.591	23.789	15	23
1.332	32.350	12	22
1.157	16.476	11	44
1.446	34.944	11	39
1.244	19.410	14	35
0.170	7.063	18	22
2.284	46.457	16	28
0.957	35.349	11	23
1.254	23.563	18	24
1.188	20.678	14	62
0.643	17.126	11	36
1.215	23.778	15	66
1.291	29.312	18	21
0.149	8.204	16	17
1.034	22.687	18	46
0.895	16.031	13	53
0.903	36.783	15	23
0.535	17.103	18	26
1.033	18.001	11	33
0.285	12.584	13	22
0.940	25.810	14	33
1.052	12.730	15	94
1.259	29.324	14	29
0.987	25.286	14	26
1.269	24.174	11	35
1.248	19.349	14	25
1.461	25.086	12	24
1.124	40.724	18	26
1.323	25.024	14	30
1.286	22.190	16	42
1.375	21.054	13	26
1.032	24.897	17	22
1.630	30.987	17	24
1.457	23.997	13	38
1.496	39.150	12	29
1.149	38.734	17	27
1.221	18.227	15	33
0.106	7.184	18	13
1.102	39.676	15	24
1.336	27.267	18	25
1.106	30.776	16	32
1.373	39.469	17	32
0.868	33.223	17	24
1.650	31.050	16	48
1.357	21.641	12	30
0.835	22.620	14	38
1.216	32.670	18	21
0.092	6.709	15	12
0.750	25.368	17	25
1.413	22.165	11	29
0.155	7.741	16	16
0.937	20.662	13	43
1.420	21.674	17	33
0.738	23.128	17	26
0.443	12.906	13	33
0.080	6.611	16	11
1.296	31.836	18	29
0.100	7.213	15	12
1.305	26.355	11	23
1.556	55.532	11	24
0.720	20.576	18	31
0.552	14.344	11	26
1.263	17.405	13	40
1.176	20.192	12	31
1.128	36.488	18	27
1.308	25.499	13	26
1.108	29.499	17	32
1.344	36.190	13	30
1.231	28.442	12	29
1.015	21.380	15	22
0.340	14.052	18	22
0.825	32.007	14	24
1.348	45.210	17	27
0.116	7.821	13	13
0.130	7.716	13	15
0.081	6.977	16	10
2.037	33.987	18	49
0.141	7.995	11	18
1.130	22.017	18	29
1.508	18.802	16	31
1.260	26.805	12	28
0.168	7.192	18	20
1.001	17.105	17	36
1.108	13.736	17	45
1.130	25.282	18	24
1.483	44.458	16	23
1.559	34.155	14	20
1.058	32.421	11	29
0.904	24.801	14	23
1.212	24.273	16	32
1.334	43.530	18	24
1.270	24.720	13	49
1.396	45.330	15	27
0.318	12.944	13	17
0.979	9.576	16	90
0.855	19.991	17	20
1.119	18.174	15	27
1.674	46.056	15	22
1.295	22.469	13	37
0.343	8.811	11	47
1.281	48.216	18	24
1.345	36.953	12	26
0.583	21.112	17	25
0.853	21.313	18	24
0.125	8.533	16	12
0.207	7.974	16	27
0.110	6.804	15	15
1.521	38.110	16	27
1.064	31.328	17	25
1.139	20.094	11	69
0.817	29.766	18	25
0.095	7.011	12	11
0.115	8.401	13	12
1.029	35.130	16	26
1.033	27.582	13	41
0.110	8.066	17	12
1.029	15.878	18	49
0.326	9.076	14	38
1.405	41.602	17	25
1.322	35.127	12	25
1.295	35.998	14	31
1.136	25.996	13	26
1.246	25.776	11	50
1.291	27.171	13	26
0.084	6.372	15	11
0.874	29.860	12	28
1.155	28.475	11	43
0.741	16.023	17	42
0.099	7.135	15	13
1.471	38.921	13	24
1.036	27.792	11	19
1.263	29.197	14	22
1.348	25.120	13	36
1.226	28.551	17	27
0.109	6.414	18	16
0.086	6.507	15	12
0.095	6.565	16	13
0.137	8.577	12	13
1.281	29.605	18	38
0.113	7.087	12	15
1.316	20.942	11	24
0.101	7.301	14	13
0.122	7.412	15	15
1.281	29.137	15	41
0.166	7.967	13	19
0.795	19.001	18	47
0.110	6.396	12	15
0.103	7.041	17	11
0.094	7.359	13	10
1.151	14.930	14	40
0.127	7.320	15	17
0.707	7.193	18	64
1.161	20.472	14	21
0.084	7.082	15	9
1.226	25.495	18	32
0.107	6.138	17	16
1.204	28.746	12	31
0.162	8.086	11	18
0.675	14.336	17	24
1.082	22.342	16	24
1.273	18.077	14	48
1.266	18.038	16	49
1.237	20.061	18	30
0.118	6.574	18	16
0.134	9.207	14	12
1.230	48.375	14	24
0.984	34.642	17	25
0.089	6.184	15	13
1.226	21.459	17	26
0.133	7.440	16	17
1.294	19.569	13	41
1.004	13.576	14	44
0.840	29.766	12	26
1.420	44.339	16	24
1.437	39.854	16	31
1.124	25.398	14	26
0.917	34.882	12	22
0.115	6.706	15	14
0.653	9.872	16	47
0.510	19.632	12	24
0.106	6.977	15	13
0.377	14.040	17	23
1.079	38.506	17	25
1.443	39.933	17	27
1.086	18.617	18	26
0.088	7.048	12	11
0.096	6.412	18	14
1.029	24.500	12	30
1.573	28.837	11	30
1.330	28.427	11	34
1.317	18.239	11	29
1.098	31.270	11	30
1.078	24.397	17	27
0.102	7.452	15	11
0.118	6.686	16	16
1.315	31.086	17	25
1.277	24.928	11	26
0.124	7.690	14	13
1.519	61.465	11	21
0.110	8.658	13	11
0.105	6.590	16	14
1.214	37.676	12	30
0.106	6.076	17	16
1.258	29.853	14	24
0.836	28.965	16	26
1.258	44.246	13	24
1.243	50.957	11	23
1.629	53.366	13	25
1.190	23.650	13	30
0.138	6.532	17	20
1.289	26.944	11	48
1.243	17.346	14	35
0.910	11.583	13	55
0.093	7.251	14	11
0.091	6.450	15	12
0.338	11.729	18	22
0.117	7.018	18	15
0.084	7.054	12	10
1.274	32.394	13	28
0.131	8.550	16	14
1.448	41.899	14	24
1.560	48.607	11	22
0.788	28.717	17	26
1.586	41.747	13	35
1.284	26.210	15	21
1.190	27.962	16	28
0.374	10.488	17	34
1.228	14.611	14	20
0.764	23.594	16	29
0.198	7.484	14	14
0.465	14.803	13	26
1.285	22.177	12	35
0.113	8.220	11	12
0.930	17.581	14	51
0.876	18.652	13	48
1.206	34.207	16	34
0.098	6.319	15	14
1.156	32.004	13	22
1.174	14.739	13	23
1.727	57.341	11	24
1.472	23.059	14	34
0.799	23.890	14	32
0.105	8.731	12	10
1.421	21.325	16	42
1.052	19.817	14	27
1.282	51.893	16	23
1.315	37.263	14	26
0.702	10.587	14	44
0.300	11.631	16	24
1.317	21.536	14	22
1.180	23.474	17	56
1.005	31.324	17	29
1.347	56.390	13	22
1.191	23.084	17	32
0.399	15.238	17	22
1.082	20.712	16	30
1.083	33.828	18	28
1.236	27.533	15	26
1.214	26.988	11	23
1.025	12.688	17	56
1.209	28.424	13	42
1.103	22.853	16	43
1.345	20.464	12	35
1.049	25.124	12	40
1.342	19.361	11	49
1.394	26.186	17	25
1.529	69.480	18	20
1.299	29.571	14	22
1.310	28.123	13	52
1.380	43.027	14	23
1.077	42.206	13	23
1.128	32.152	11	29
1.187	28.986	13	29
1.120	23.398	18	48
1.429	51.829	11	25
1.026	40.447	15	23
1.556	53.039	13	24
0.906	17.462	17	65
0.080	5.893	15	12
1.172	17.890	12	24
0.792	22.927	18	31
1.300	42.331	14	28
1.063	32.817	18	23
1.245	33.757	15	36
0.854	20.828	18	20
0.086	7.010	12	11
0.927	14.801	11	23
0.297	9.425	12	30
0.889	20.337	17	55
1.061	23.499	12	41
1.091	38.288	14	25
1.029	15.415	16	37
1.025	21.794	13	21
1.237	25.178	15	28
1.251	23.506	12	32
1.358	59.942	14	21
0.186	7.687	12	24
0.125	6.314	15	19
0.130	6.621	18	18
0.969	37.580	12	24
0.094	7.170	15	11
0.105	7.406	18	13
1.330	40.549	11	31
0.104	7.145	14	13
1.244	15.755	12	58
0.117	7.788	13	14
1.476	29.500	11	54
0.105	8.211	13	11
1.149	19.737	17	26
1.029	23.622	17	42
0.129	7.239	14	15
1.042	20.537	11	26
1.564	40.002	11	23
0.117	7.276	15	13
0.120	6.513	18	15
0.102	6.807	15	14
0.428	13.312	15	28
1.073	19.631	16	42
0.126	7.427	14	16
0.133	7.937	12	15
1.174	25.004	16	22
0.111	7.135	18	14
1.283	36.684	13	32
1.027	31.738	15	31
1.116	21.385	11	27
0.691	15.043	18	42
0.098	6.547	18	13
1.378	32.432	16	41
0.092	6.732	15	11
0.800	18.329	17	29
1.217	20.595	14	30
1.433	25.433	14	27
1.388	32.748	15	28
0.560	21.253	14	23
1.371	47.597	13	25
1.378	27.431	16	29
1.498	42.332	11	24
1.322	26.202	11	56
0.433	11.373	17	55
1.184	23.852	16	28
0.455	13.400	12	26
1.492	30.069	16	29
1.132	20.999	13	29
0.501	9.993	16	61
0.368	14.941	18	21
0.986	35.802	17	25
1.270	27.503	13	64
1.121	21.404	15	30
1.122	33.820	15	24
1.215	21.159	11	25
1.176	26.677	17	30
0.972	29.739	13	24
1.381	26.155	11	26
1.144	30.990	17	33
1.237	20.270	12	30
0.108	7.894	13	12
0.106	8.020	11	12
0.818	15.850	17	47
1.558	39.256	16	42
0.872	26.562	15	27
1.086	27.695	17	27
0.402	10.417	13	39
0.754	18.993	18	37
1.283	17.989	11	39
1.302	27.900	11	26
1.661	41.242	12	28
0.119	6.951	17	16
0.131	7.325	17	16
1.090	20.147	11	18
0.775	31.435	15	23
1.137	36.500	15	29
1.331	17.212	12	43
1.034	34.902	16	27
0.112	7.145	17	14
1.308	26.822	11	49
0.924	21.332	18	44
0.981	31.405	18	29
0.389	12.373	16	28
0.988	15.507	12	26
0.128	7.907	16	14
0.907	30.467	15	27
1.442	26.433	11	24
1.106	27.537	13	35
0.130	9.436	13	12
1.171	37.925	13	28
1.242	26.852	18	22
0.571	14.760	12	37
0.831	22.236	11	20
1.284	28.270	16	28
0.086	6.564	15	11
0.649	25.271	18	24
0.909	22.300	13	42
0.108	6.219	17	16
1.356	45.648	11	27
1.247	24.720	14	24
0.199	7.545	14	26
1.082	12.772	18	38
1.149	16.143	15	36
0.499	19.753	18	24
0.297	11.164	15	22
0.934	33.774	13	25
0.978	35.144	11	26
0.146	6.999	16	17
1.069	15.533	12	34
0.102	6.844	16	14
0.112	6.890	16	15
0.440	14.054	14	31
1.338	27.791	14	27
0.920	17.418	17	67
0.415	12.154	11	30
0.097	6.410	18	13
1.375	27.585	12	35
0.901	17.162	15	56
0.096	6.933	15	12
0.109	7.001	18	13
0.710	17.451	13	37
0.149	9.897	11	13
0.587	14.554	13	27
0.919	17.618	13	54
0.133	8.225	17	14
0.118	7.123	17	15
1.246	16.391	16	58
0.354	7.229	18	55
1.085	33.421	14	24
0.752	14.903	12	24
0.876	21.710	12	38
1.392	20.235	12	32
1.160	21.280	18	32
0.292	8.509	15	31
1.524	38.270	11	27
1.092	44.795	18	23
0.114	7.861	16	13
1.113	32.608	18	33
1.526	50.514	11	27
2.075	82.127	11	22
1.338	25.698	15	62
1.350	21.933	18	29
1.267	20.085	14	31
0.115	7.320	16	14
0.118	6.997	17	15
0.166	8.798	13	17
1.063	14.190	16	29
1.284	28.064	12	24
1.079	26.759	18	36
